Feature 1,Feature 2,Feature 3,count,mean,std,min,25%,50%,75%,max
Traffic Type,Minute,OS Version Patch Minor,180.0000,0.0651,0.0337,0.0047,0.0411,0.0607,0.0845,0.1899
Traffic Type,Minute,Device Brand,592.0000,0.2038,0.2479,0.0000,0.0724,0.1210,0.2087,1.0000
Traffic Type,Minute,Device Model,1298.0000,0.3091,0.2671,0.0000,0.1155,0.2222,0.4286,1.0000
Traffic Type,Minute,Device Type,1298.0000,0.3091,0.2671,0.0000,0.1155,0.2222,0.4286,1.0000
Traffic Type,Minute,Packet Bin,540.0000,0.1167,0.0606,0.0000,0.0713,0.1091,0.1527,0.3256
Traffic Type,Minute,Is Proxy,360.0000,0.0932,0.0505,0.0087,0.0541,0.0846,0.1273,0.2479
Traffic Type,Second,DayOfWeek,1260.0000,0.1693,0.0946,0.0000,0.0959,0.1571,0.2273,0.5909
Traffic Type,Second,IsWeekend,360.0000,0.0965,0.0546,0.0000,0.0548,0.0909,0.1256,0.3111
Traffic Type,Second,Browser Name,1620.0000,0.2329,0.1608,0.0000,0.1173,0.2000,0.3084,1.0000
Traffic Type,Second,Browser Patch Minor,360.0000,0.1076,0.0731,0.0000,0.0532,0.0886,0.1429,0.3721
Traffic Type,Second,OS Name,900.0000,0.1668,0.0994,0.0000,0.0909,0.1500,0.2353,0.7273
Traffic Type,Second,OS Version,3691.0000,0.4179,0.2902,0.0000,0.2000,0.3333,0.5714,1.0000
Traffic Type,Second,OS Version Minor,2488.0000,0.4352,0.2863,0.0000,0.2000,0.4000,0.6667,1.0000
Traffic Type,Second,OS Version Patch,1958.0000,0.4188,0.2761,0.0000,0.2000,0.4000,0.6250,1.0000
Traffic Type,Second,OS Version Patch Minor,180.0000,0.0635,0.0317,0.0000,0.0396,0.0614,0.0845,0.1475
Traffic Type,Second,Device Brand,596.0000,0.2082,0.2553,0.0000,0.0733,0.1250,0.2026,1.0000
Traffic Type,Second,Device Model,1304.0000,0.3197,0.2759,0.0000,0.1193,0.2424,0.4286,1.0000
Traffic Type,Second,Device Type,1304.0000,0.3197,0.2759,0.0000,0.1193,0.2424,0.4286,1.0000
Traffic Type,Second,Packet Bin,540.0000,0.1139,0.0630,0.0000,0.0667,0.1073,0.1526,0.3393
Traffic Type,Second,Is Proxy,360.0000,0.0940,0.0507,0.0074,0.0556,0.0894,0.1281,0.2947
Traffic Type,DayOfWeek,Browser Name,189.0000,0.0782,0.0475,0.0055,0.0443,0.0713,0.1029,0.2763
Traffic Type,DayOfWeek,Browser Version,1344.0000,0.3246,0.2317,0.0000,0.1429,0.2857,0.4444,1.0000
Traffic Type,DayOfWeek,Browser Minor,2095.0000,0.4963,0.2873,0.0000,0.2500,0.5000,0.6667,1.0000
Traffic Type,DayOfWeek,Browser Patch,2485.0000,0.5175,0.2950,0.0000,0.2500,0.5000,0.6667,1.0000
Traffic Type,DayOfWeek,OS Name,105.0000,0.0598,0.0350,0.0083,0.0312,0.0557,0.0824,0.1776
Traffic Type,DayOfWeek,OS Version,459.0000,0.1631,0.1506,0.0000,0.0704,0.1167,0.2055,1.0000
Traffic Type,DayOfWeek,OS Version Minor,294.0000,0.1410,0.0844,0.0067,0.0755,0.1250,0.1939,0.4318
Traffic Type,DayOfWeek,OS Version Patch,231.0000,0.1393,0.0904,0.0000,0.0696,0.1333,0.1917,0.5217
Traffic Type,DayOfWeek,Device Brand,81.0000,0.1635,0.2562,0.0087,0.0287,0.0462,0.1355,1.0000
Traffic Type,DayOfWeek,Device Model,165.0000,0.1535,0.1875,0.0093,0.0490,0.0862,0.1818,1.0000
Traffic Type,DayOfWeek,Device Type,165.0000,0.1535,0.1875,0.0093,0.0490,0.0862,0.1818,1.0000
Traffic Type,DayOfWeek,Packet Bin,63.0000,0.0411,0.0222,0.0042,0.0263,0.0370,0.0528,0.1065
Traffic Type,IsWeekend,Browser Name,54.0000,0.0479,0.0288,0.0052,0.0308,0.0439,0.0604,0.1689
Traffic Type,IsWeekend,Browser Version,394.0000,0.2075,0.1845,0.0000,0.0912,0.1538,0.2500,1.0000
Traffic Type,IsWeekend,Browser Minor,606.0000,0.2725,0.1787,0.0000,0.1333,0.2500,0.3687,1.0000
Traffic Type,IsWeekend,Browser Patch,725.0000,0.2918,0.1894,0.0000,0.1500,0.2500,0.3750,1.0000
Traffic Type,IsWeekend,OS Name,30.0000,0.0389,0.0250,0.0091,0.0238,0.0337,0.0466,0.1267
Traffic Type,IsWeekend,OS Version,132.0000,0.1073,0.1059,0.0056,0.0423,0.0712,0.1369,0.5714
Traffic Type,IsWeekend,OS Version Minor,84.0000,0.0823,0.0617,0.0016,0.0371,0.0734,0.0992,0.3014
Traffic Type,IsWeekend,OS Version Patch,66.0000,0.0776,0.0494,0.0000,0.0393,0.0753,0.1186,0.1852
Traffic Type,IsWeekend,Device Model,48.0000,0.0858,0.0925,0.0011,0.0240,0.0597,0.1091,0.5000
Traffic Type,IsWeekend,Device Type,48.0000,0.0858,0.0925,0.0011,0.0240,0.0597,0.1091,0.5000
Traffic Type,IsWeekend,Scale Packet Length,8286.0000,0.5173,0.2942,0.0000,0.2500,0.5000,0.6667,1.0000
Traffic Type,Browser Name,Browser Version,609.0000,0.2491,0.1873,0.0000,0.1091,0.2000,0.3333,1.0000
Traffic Type,Browser Name,Browser Minor,333.0000,0.1705,0.1003,0.0000,0.0930,0.1579,0.2353,0.4706
Traffic Type,Browser Name,Browser Patch,691.0000,0.3034,0.2224,0.0000,0.1364,0.2500,0.4286,1.0000
Traffic Type,Browser Name,OS Name,48.0000,0.0405,0.0183,0.0027,0.0314,0.0370,0.0475,0.0855
Traffic Type,Browser Name,OS Version,291.0000,0.1277,0.1032,0.0000,0.0585,0.1020,0.1667,0.7500
Traffic Type,Browser Name,OS Version Minor,162.0000,0.1067,0.0788,0.0027,0.0492,0.0957,0.1403,0.5455
Traffic Type,Browser Name,OS Version Patch,183.0000,0.1194,0.0860,0.0027,0.0573,0.1027,0.1578,0.5882
Traffic Type,Browser Name,Device Brand,60.0000,0.1227,0.2044,0.0046,0.0303,0.0489,0.0889,1.0000
Traffic Type,Browser Name,Device Model,72.0000,0.1177,0.1880,0.0046,0.0341,0.0536,0.0976,1.0000
Traffic Type,Browser Name,Device Type,72.0000,0.1177,0.1880,0.0046,0.0341,0.0536,0.0976,1.0000
Traffic Type,Browser Name,Packet Bin,81.0000,0.0543,0.0291,0.0096,0.0354,0.0483,0.0708,0.1302
Traffic Type,Browser Name,Global Source IP,54.0000,0.2332,0.2725,0.0000,0.0354,0.0673,0.4271,1.0000
Traffic Type,Browser Name,Global Destination IP,54.0000,0.2609,0.2881,0.0000,0.0322,0.0646,0.4405,1.0000
Traffic Type,Browser Name,Is Proxy,54.0000,0.0442,0.0267,0.0000,0.0256,0.0430,0.0613,0.1202
Traffic Type,Browser Version,Browser Minor,1022.0000,0.2941,0.2224,0.0000,0.1333,0.2450,0.4000,1.0000
Traffic Type,Browser Version,Browser Patch Minor,351.0000,0.2192,0.1852,0.0000,0.0926,0.1667,0.2857,1.0000
Traffic Type,Browser Version,OS Name,912.0000,0.2750,0.1759,0.0000,0.1429,0.2500,0.3810,1.0000
Traffic Type,Browser Version,OS Version Patch Minor,198.0000,0.1341,0.1290,0.0000,0.0618,0.1026,0.1590,0.8333
Traffic Type,Browser Version,Device Brand,581.0000,0.2182,0.1532,0.0000,0.1136,0.2000,0.2857,1.0000
Traffic Type,Browser Version,Device Model,1081.0000,0.3571,0.2669,0.0000,0.1600,0.2778,0.5000,1.0000
Traffic Type,Browser Version,Device Type,1081.0000,0.3571,0.2669,0.0000,0.1600,0.2778,0.5000,1.0000
Traffic Type,Browser Version,Packet Bin,588.0000,0.2394,0.2018,0.0000,0.1048,0.1923,0.3125,1.0000
Traffic Type,Browser Version,Global Source IP,272.0000,0.3275,0.3634,0.0000,0.0774,0.1417,0.5000,1.0000
Traffic Type,Browser Version,Global Destination IP,269.0000,0.3034,0.3418,0.0000,0.0758,0.1406,0.4375,1.0000
Traffic Type,Browser Version,Is Proxy,395.0000,0.1823,0.1616,0.0000,0.0833,0.1500,0.2265,1.0000
Traffic Type,Browser Minor,Browser Patch,678.0000,0.1831,0.1026,0.0000,0.1071,0.1682,0.2500,0.5652
Traffic Type,Browser Minor,Browser Patch Minor,306.0000,0.1780,0.0990,0.0000,0.1071,0.1667,0.2395,0.4706
Traffic Type,Browser Minor,OS Name,612.0000,0.2459,0.1512,0.0000,0.1333,0.2222,0.3333,1.0000
Traffic Type,Browser Minor,OS Version Minor,504.0000,0.2073,0.1498,0.0000,0.1071,0.1775,0.2640,1.0000
Traffic Type,Browser Minor,OS Version Patch,548.0000,0.2508,0.2060,0.0000,0.1176,0.2000,0.3147,1.0000
Traffic Type,Browser Minor,OS Version Patch Minor,303.0000,0.1796,0.0983,0.0000,0.1091,0.1667,0.2407,0.4706
Traffic Type,Browser Minor,Packet Bin,908.0000,0.3262,0.1976,0.0000,0.1818,0.3000,0.4444,1.0000
Traffic Type,Browser Minor,Global Source IP,347.0000,0.2649,0.2634,0.0000,0.1188,0.1852,0.2857,1.0000
Traffic Type,Browser Minor,Global Destination IP,346.0000,0.2640,0.2661,0.0000,0.1200,0.1818,0.2846,1.0000
Traffic Type,Browser Minor,Is Proxy,606.0000,0.2504,0.1430,0.0000,0.1341,0.2353,0.3333,0.8000
Traffic Type,Browser Patch,Browser Patch Minor,363.0000,0.1847,0.1064,0.0000,0.1034,0.1739,0.2540,0.5556
Traffic Type,Browser Patch,OS Name,1686.0000,0.4295,0.2536,0.0000,0.2500,0.4000,0.6000,1.0000
Traffic Type,Browser Patch,OS Version Patch Minor,363.0000,0.1847,0.1064,0.0000,0.1034,0.1739,0.2540,0.5556
Traffic Type,Browser Patch,Device Brand,1077.0000,0.3518,0.2266,0.0000,0.1818,0.3125,0.5000,1.0000
Traffic Type,Browser Patch,Device Model,1798.0000,0.5074,0.3111,0.0000,0.2500,0.5000,0.7500,1.0000
Traffic Type,Browser Patch,Device Type,1798.0000,0.5074,0.3111,0.0000,0.2500,0.5000,0.7500,1.0000
Traffic Type,Browser Patch,Packet Bin,1088.0000,0.3484,0.2220,0.0000,0.2000,0.3101,0.5000,1.0000
Traffic Type,Browser Patch,Global Source IP,418.0000,0.2811,0.2789,0.0000,0.1111,0.2029,0.3000,1.0000
Traffic Type,Browser Patch,Global Destination IP,421.0000,0.2852,0.2824,0.0000,0.1111,0.2069,0.3030,1.0000
Traffic Type,Browser Patch,Is Proxy,726.0000,0.2613,0.1491,0.0000,0.1429,0.2500,0.3571,0.8750
Traffic Type,Browser Patch Minor,OS Version,132.0000,0.1107,0.1092,0.0000,0.0424,0.0819,0.1471,0.7500
Traffic Type,Browser Patch Minor,OS Version Minor,84.0000,0.0788,0.0545,0.0018,0.0398,0.0757,0.1030,0.3226
Traffic Type,Browser Patch Minor,OS Version Patch,66.0000,0.0726,0.0424,0.0025,0.0383,0.0669,0.1046,0.2131
Traffic Type,Browser Patch Minor,Device Model,42.0000,0.0598,0.0616,0.0038,0.0257,0.0466,0.0680,0.3333
Traffic Type,Browser Patch Minor,Device Type,42.0000,0.0598,0.0616,0.0038,0.0257,0.0466,0.0680,0.3333
Traffic Type,Browser Patch Minor,Scale Packet Length,7973.0000,0.5351,0.3096,0.0000,0.2857,0.5000,0.7500,1.0000
Traffic Type,OS Name,OS Version,99.0000,0.0890,0.0765,0.0062,0.0371,0.0678,0.1151,0.4706
Traffic Type,OS Name,OS Version Minor,69.0000,0.0742,0.0573,0.0039,0.0361,0.0625,0.1012,0.3158
Traffic Type,OS Name,OS Version Patch,87.0000,0.1008,0.0808,0.0067,0.0388,0.0762,0.1399,0.4324
Traffic Type,OS Name,Device Brand,27.0000,0.1434,0.2071,0.0075,0.0251,0.0323,0.1833,0.7500
Traffic Type,OS Name,Device Model,36.0000,0.1238,0.1829,0.0075,0.0261,0.0342,0.1318,0.7500
Traffic Type,OS Name,Device Type,36.0000,0.1238,0.1829,0.0075,0.0261,0.0342,0.1318,0.7500
Traffic Type,OS Name,Packet Bin,45.0000,0.0404,0.0250,0.0075,0.0242,0.0316,0.0549,0.1172
Traffic Type,OS Name,Global Source IP,30.0000,0.1910,0.2138,0.0071,0.0279,0.0842,0.3333,0.8750
Traffic Type,OS Name,Global Destination IP,30.0000,0.1687,0.1896,0.0080,0.0279,0.0629,0.2500,0.6000
Traffic Type,OS Version,OS Version Minor,153.0000,0.1128,0.1030,0.0039,0.0455,0.0781,0.1379,0.4706
Traffic Type,OS Version,OS Version Patch,177.0000,0.1337,0.1133,0.0000,0.0441,0.1007,0.1905,0.5333
Traffic Type,OS Version,OS Version Patch Minor,66.0000,0.0681,0.0573,0.0067,0.0321,0.0560,0.0821,0.3750
Traffic Type,OS Version,Device Brand,117.0000,0.1968,0.2826,0.0000,0.0388,0.0823,0.1702,1.0000
Traffic Type,OS Version,Device Model,153.0000,0.1860,0.2501,0.0000,0.0435,0.1020,0.1905,1.0000
Traffic Type,OS Version,Device Type,153.0000,0.1860,0.2501,0.0000,0.0435,0.1020,0.1905,1.0000
Traffic Type,OS Version,Packet Bin,198.0000,0.1167,0.1216,0.0045,0.0442,0.0816,0.1277,0.7500
Traffic Type,OS Version,Global Source IP,119.0000,0.3177,0.3563,0.0000,0.0444,0.1067,0.5000,1.0000
Traffic Type,OS Version,Global Destination IP,114.0000,0.3085,0.3565,0.0000,0.0447,0.1131,0.5000,1.0000
Traffic Type,OS Version,Is Proxy,132.0000,0.0910,0.0748,0.0042,0.0461,0.0660,0.1094,0.4286
Traffic Type,OS Version Minor,OS Version Patch,348.0000,0.1916,0.1170,0.0000,0.1034,0.1667,0.2500,0.7500
Traffic Type,OS Version Minor,OS Version Patch Minor,42.0000,0.0536,0.0338,0.0027,0.0216,0.0529,0.0698,0.1218
Traffic Type,OS Version Minor,Device Brand,81.0000,0.1855,0.2911,0.0000,0.0363,0.0688,0.1379,1.0000
Traffic Type,OS Version Minor,Device Model,111.0000,0.1687,0.2554,0.0000,0.0436,0.0788,0.1442,1.0000
Traffic Type,OS Version Minor,Device Type,111.0000,0.1687,0.2554,0.0000,0.0436,0.0788,0.1442,1.0000
Traffic Type,OS Version Minor,Packet Bin,126.0000,0.0986,0.0651,0.0067,0.0409,0.0899,0.1422,0.4118
Traffic Type,OS Version Minor,Global Source IP,75.0000,0.3085,0.3666,0.0000,0.0450,0.0947,0.5000,1.0000
Traffic Type,OS Version Minor,Global Destination IP,74.0000,0.3122,0.3815,0.0000,0.0344,0.0839,0.5000,1.0000
Traffic Type,OS Version Minor,Is Proxy,84.0000,0.0743,0.0507,0.0000,0.0340,0.0729,0.0989,0.2330
Traffic Type,OS Version Patch,OS Version Patch Minor,33.0000,0.0539,0.0303,0.0052,0.0321,0.0538,0.0748,0.1448
Traffic Type,OS Version Patch,Device Brand,80.0000,0.2599,0.3430,0.0047,0.0411,0.0964,0.2461,1.0000
Traffic Type,OS Version Patch,Device Model,149.0000,0.2150,0.2684,0.0000,0.0620,0.1143,0.2308,1.0000
Traffic Type,OS Version Patch,Device Type,149.0000,0.2150,0.2684,0.0000,0.0620,0.1143,0.2308,1.0000
Traffic Type,OS Version Patch,Packet Bin,99.0000,0.0960,0.0682,0.0059,0.0454,0.0769,0.1373,0.2833
Traffic Type,OS Version Patch,Global Source IP,61.0000,0.3598,0.3954,0.0048,0.0503,0.0891,0.6667,1.0000
Traffic Type,OS Version Patch,Global Destination IP,61.0000,0.2833,0.3385,0.0000,0.0406,0.0829,0.5000,1.0000
Traffic Type,OS Version Patch,Is Proxy,66.0000,0.0775,0.0468,0.0057,0.0410,0.0711,0.1090,0.1824
Traffic Type,OS Version Patch Minor,Device Model,24.0000,0.0562,0.0696,0.0047,0.0213,0.0305,0.0610,0.3333
Traffic Type,OS Version Patch Minor,Device Type,24.0000,0.0562,0.0696,0.0047,0.0213,0.0305,0.0610,0.3333
Traffic Type,OS Version Patch Minor,Scale Packet Length,4311.0000,0.3325,0.1847,0.0000,0.2000,0.3077,0.4444,1.0000
Traffic Type,Device Brand,Device Model,24.0000,0.0562,0.0696,0.0047,0.0213,0.0305,0.0610,0.3333
Traffic Type,Device Brand,Device Type,24.0000,0.0562,0.0696,0.0047,0.0213,0.0305,0.0610,0.3333
Traffic Type,Device Model,Device Type,24.0000,0.0562,0.0696,0.0047,0.0213,0.0305,0.0610,0.3333
Traffic Type,Device Model,Packet Bin,72.0000,0.1104,0.1670,0.0055,0.0280,0.0510,0.1012,1.0000
Traffic Type,Device Model,Global Source IP,44.0000,0.2319,0.2700,0.0000,0.0278,0.1213,0.3333,1.0000
Traffic Type,Device Model,Global Destination IP,44.0000,0.2284,0.2714,0.0049,0.0303,0.0955,0.3611,1.0000
Traffic Type,Device Model,Is Proxy,48.0000,0.0730,0.0787,0.0035,0.0217,0.0464,0.0801,0.3333
Traffic Type,Device Type,Packet Bin,72.0000,0.1104,0.1670,0.0055,0.0280,0.0510,0.1012,1.0000
Traffic Type,Device Type,Global Source IP,44.0000,0.2319,0.2700,0.0000,0.0278,0.1213,0.3333,1.0000
Traffic Type,Device Type,Global Destination IP,44.0000,0.2284,0.2714,0.0049,0.0303,0.0955,0.3611,1.0000
Traffic Type,Device Type,Is Proxy,48.0000,0.0730,0.0787,0.0035,0.0217,0.0464,0.0801,0.3333
Traffic Type,Packet Bin,Scale Packet Length,4311.0000,0.3325,0.1847,0.0000,0.2000,0.3077,0.4444,1.0000
Traffic Type,Scale Packet Length,Global Source IP,4487.0000,0.3590,0.2224,0.0000,0.2000,0.3333,0.4615,1.0000
Traffic Type,Scale Packet Length,Global Destination IP,4481.0000,0.3580,0.2213,0.0000,0.2000,0.3333,0.4615,1.0000
Traffic Type,Scale Packet Length,Is Proxy,8553.0000,0.4930,0.2737,0.0000,0.2500,0.5000,0.6667,1.0000
Malware Indicators,Alerts/Warnings,Day,124.0000,0.0564,0.0278,0.0065,0.0355,0.0563,0.0750,0.1366
Malware Indicators,Alerts/Warnings,Hour,96.0000,0.0477,0.0260,0.0048,0.0290,0.0458,0.0613,0.1603
Malware Indicators,Alerts/Warnings,Minute,240.0000,0.0763,0.0441,0.0055,0.0433,0.0703,0.1037,0.2134
Malware Indicators,Alerts/Warnings,Second,240.0000,0.0765,0.0381,0.0000,0.0485,0.0729,0.1019,0.2467
Malware Indicators,Alerts/Warnings,DayOfWeek,28.0000,0.0312,0.0142,0.0049,0.0220,0.0291,0.0394,0.0679
Malware Indicators,Alerts/Warnings,Browser Name,36.0000,0.0434,0.0262,0.0066,0.0245,0.0430,0.0526,0.1148
Malware Indicators,Alerts/Warnings,Browser Version,263.0000,0.1585,0.1444,0.0000,0.0659,0.1389,0.1954,1.0000
Malware Indicators,Alerts/Warnings,Browser Minor,404.0000,0.2072,0.1197,0.0000,0.1154,0.1929,0.2857,0.7143
Malware Indicators,Alerts/Warnings,Browser Patch,484.0000,0.2140,0.1220,0.0000,0.1250,0.1905,0.2857,0.6250
Malware Indicators,Alerts/Warnings,OS Version,88.0000,0.0708,0.0580,0.0014,0.0383,0.0584,0.0905,0.4167
Malware Indicators,Alerts/Warnings,OS Version Minor,56.0000,0.0621,0.0326,0.0091,0.0398,0.0640,0.0819,0.1446
Malware Indicators,Alerts/Warnings,OS Version Patch,44.0000,0.0639,0.0407,0.0050,0.0410,0.0616,0.0802,0.2222
Malware Indicators,Alerts/Warnings,Device Model,32.0000,0.0799,0.0887,0.0164,0.0283,0.0430,0.1006,0.4286
Malware Indicators,Alerts/Warnings,Device Type,32.0000,0.0799,0.0887,0.0164,0.0283,0.0430,0.1006,0.4286
Malware Indicators,Alerts/Warnings,Scale Packet Length,5739.0000,0.3917,0.2230,0.0000,0.2222,0.3571,0.5000,1.0000
Malware Indicators,Attack Signature,Month,48.0000,0.0362,0.0170,0.0113,0.0215,0.0325,0.0473,0.0765
Malware Indicators,Attack Signature,Day,124.0000,0.0545,0.0287,0.0031,0.0316,0.0519,0.0745,0.1463
Malware Indicators,Attack Signature,Hour,96.0000,0.0499,0.0249,0.0023,0.0335,0.0463,0.0667,0.1612
Malware Indicators,Attack Signature,Minute,240.0000,0.0764,0.0430,0.0057,0.0425,0.0692,0.1124,0.1786
Malware Indicators,Attack Signature,Second,240.0000,0.0726,0.0382,0.0064,0.0434,0.0687,0.0927,0.2081
Malware Indicators,Attack Signature,Browser Name,36.0000,0.0409,0.0233,0.0090,0.0219,0.0371,0.0580,0.0907
Malware Indicators,Attack Signature,Browser Version,264.0000,0.1548,0.1397,0.0000,0.0710,0.1187,0.1907,1.0000
Malware Indicators,Attack Signature,Browser Minor,404.0000,0.2030,0.1138,0.0000,0.1200,0.1875,0.2727,0.6250
Malware Indicators,Attack Signature,Browser Patch,484.0000,0.2210,0.1254,0.0000,0.1304,0.2000,0.3000,0.7778
Malware Indicators,Attack Signature,OS Version,88.0000,0.0691,0.0680,0.0066,0.0322,0.0553,0.0829,0.5714
Malware Indicators,Attack Signature,OS Version Minor,56.0000,0.0590,0.0342,0.0051,0.0352,0.0514,0.0737,0.1587
Malware Indicators,Attack Signature,OS Version Patch,44.0000,0.0587,0.0448,0.0051,0.0297,0.0557,0.0710,0.2579
Malware Indicators,Attack Signature,Scale Packet Length,5742.0000,0.3871,0.2208,0.0000,0.2222,0.3333,0.5000,1.0000
Malware Indicators,Action Taken,Month,72.0000,0.0438,0.0239,0.0069,0.0251,0.0395,0.0557,0.1191
Malware Indicators,Action Taken,Day,186.0000,0.0649,0.0351,0.0044,0.0383,0.0628,0.0911,0.1503
Malware Indicators,Action Taken,Hour,144.0000,0.0582,0.0291,0.0096,0.0375,0.0554,0.0767,0.1958
Malware Indicators,Action Taken,Minute,360.0000,0.0968,0.0516,0.0086,0.0605,0.0918,0.1314,0.3034
Malware Indicators,Action Taken,Second,360.0000,0.0897,0.0480,0.0079,0.0535,0.0833,0.1187,0.2542
Malware Indicators,Action Taken,Browser Name,54.0000,0.0459,0.0301,0.0037,0.0259,0.0394,0.0590,0.1704
Malware Indicators,Action Taken,Browser Version,396.0000,0.1823,0.1675,0.0000,0.0810,0.1404,0.2258,1.0000
Malware Indicators,Action Taken,Browser Minor,606.0000,0.2588,0.1494,0.0000,0.1429,0.2500,0.3571,0.7778
Malware Indicators,Action Taken,Browser Patch,726.0000,0.2638,0.1527,0.0000,0.1469,0.2500,0.3636,0.8889
Malware Indicators,Action Taken,OS Name,30.0000,0.0345,0.0184,0.0006,0.0230,0.0302,0.0433,0.0879
Malware Indicators,Action Taken,OS Version,132.0000,0.0899,0.0890,0.0088,0.0405,0.0673,0.1083,0.6667
Malware Indicators,Action Taken,OS Version Minor,84.0000,0.0720,0.0497,0.0075,0.0355,0.0599,0.1002,0.2619
Malware Indicators,Action Taken,OS Version Patch,66.0000,0.0755,0.0475,0.0092,0.0436,0.0722,0.0909,0.2604
Malware Indicators,Action Taken,Device Model,48.0000,0.0847,0.1119,0.0000,0.0254,0.0465,0.0887,0.5000
Malware Indicators,Action Taken,Device Type,48.0000,0.0847,0.1119,0.0000,0.0254,0.0465,0.0887,0.5000
Malware Indicators,Action Taken,Scale Packet Length,8549.0000,0.4884,0.2733,0.0000,0.2500,0.5000,0.6667,1.0000
Malware Indicators,Severity Level,Month,72.0000,0.0419,0.0238,0.0070,0.0222,0.0363,0.0540,0.1064
Malware Indicators,Severity Level,Day,186.0000,0.0666,0.0371,0.0043,0.0369,0.0581,0.0959,0.1805
Malware Indicators,Severity Level,Hour,144.0000,0.0619,0.0309,0.0035,0.0393,0.0617,0.0791,0.1619
Malware Indicators,Severity Level,Minute,360.0000,0.0909,0.0495,0.0000,0.0553,0.0837,0.1189,0.2642
Malware Indicators,Severity Level,Second,360.0000,0.0907,0.0445,0.0075,0.0559,0.0880,0.1194,0.2323
Malware Indicators,Severity Level,DayOfWeek,42.0000,0.0322,0.0155,0.0043,0.0226,0.0293,0.0433,0.0702
Malware Indicators,Severity Level,Browser Name,54.0000,0.0442,0.0273,0.0036,0.0256,0.0402,0.0606,0.1162
Malware Indicators,Severity Level,Browser Version,394.0000,0.1851,0.1637,0.0000,0.0769,0.1496,0.2402,1.0000
Malware Indicators,Severity Level,Browser Minor,606.0000,0.2522,0.1450,0.0000,0.1429,0.2367,0.3333,0.8000
Malware Indicators,Severity Level,Browser Patch,726.0000,0.2596,0.1548,0.0000,0.1333,0.2500,0.3636,0.8571
Malware Indicators,Severity Level,OS Version,132.0000,0.0926,0.0859,0.0009,0.0392,0.0711,0.1112,0.6667
Malware Indicators,Severity Level,OS Version Minor,84.0000,0.0771,0.0480,0.0081,0.0404,0.0638,0.1012,0.2463
Malware Indicators,Severity Level,OS Version Patch,66.0000,0.0721,0.0457,0.0039,0.0378,0.0679,0.0970,0.2019
Malware Indicators,Severity Level,Device Model,48.0000,0.0885,0.1084,0.0074,0.0248,0.0523,0.0826,0.5455
Malware Indicators,Severity Level,Device Type,48.0000,0.0885,0.1084,0.0074,0.0248,0.0523,0.0826,0.5455
Malware Indicators,Severity Level,Scale Packet Length,8538.0000,0.4879,0.2717,0.0000,0.2500,0.5000,0.6667,1.0000
Malware Indicators,Network Segment,Month,72.0000,0.0436,0.0191,0.0036,0.0290,0.0408,0.0568,0.0950
Malware Indicators,Network Segment,Day,186.0000,0.0682,0.0372,0.0044,0.0408,0.0627,0.0933,0.1917
Malware Indicators,Network Segment,Hour,144.0000,0.0563,0.0324,0.0000,0.0334,0.0519,0.0744,0.1509
Malware Indicators,Network Segment,Minute,360.0000,0.0997,0.0537,0.0000,0.0594,0.0959,0.1309,0.3068
Malware Indicators,Network Segment,Second,360.0000,0.0954,0.0489,0.0000,0.0600,0.0896,0.1250,0.2549
Malware Indicators,Network Segment,Browser Name,54.0000,0.0482,0.0301,0.0023,0.0275,0.0401,0.0655,0.1333
Malware Indicators,Network Segment,Browser Version,395.0000,0.1835,0.1678,0.0000,0.0818,0.1471,0.2390,1.0000
Malware Indicators,Network Segment,Browser Minor,606.0000,0.2506,0.1500,0.0000,0.1380,0.2353,0.3333,1.0000
Malware Indicators,Network Segment,Browser Patch,726.0000,0.2658,0.1472,0.0000,0.1538,0.2500,0.3571,0.7500
Malware Indicators,Network Segment,OS Version,132.0000,0.0843,0.0765,0.0082,0.0317,0.0655,0.1052,0.5556
Malware Indicators,Network Segment,OS Version Minor,84.0000,0.0786,0.0472,0.0068,0.0382,0.0691,0.1154,0.2105
Malware Indicators,Network Segment,OS Version Patch,66.0000,0.0642,0.0452,0.0096,0.0311,0.0522,0.0934,0.2288
Malware Indicators,Network Segment,Scale Packet Length,8540.0000,0.4860,0.2722,0.0000,0.2500,0.5000,0.6667,1.0000
Malware Indicators,Firewall Logs,Month,48.0000,0.0371,0.0179,0.0023,0.0222,0.0389,0.0484,0.0763
Malware Indicators,Firewall Logs,Day,124.0000,0.0541,0.0309,0.0063,0.0315,0.0473,0.0726,0.1639
Malware Indicators,Firewall Logs,Hour,96.0000,0.0456,0.0260,0.0025,0.0283,0.0425,0.0606,0.1478
Malware Indicators,Firewall Logs,Minute,240.0000,0.0774,0.0419,0.0058,0.0446,0.0721,0.1054,0.2024
Malware Indicators,Firewall Logs,Second,240.0000,0.0800,0.0393,0.0057,0.0522,0.0785,0.1064,0.1915
Malware Indicators,Firewall Logs,Browser Name,36.0000,0.0416,0.0246,0.0031,0.0245,0.0348,0.0549,0.1147
Malware Indicators,Firewall Logs,Browser Version,264.0000,0.1626,0.1672,0.0000,0.0649,0.1290,0.1963,1.0000
